,REGION,YEAR,WEEK,TOTAL CASES
1654,North Dakota,2016,18,1.0
1655,Ohio,2016,18,65.0
1656,Oklahoma,2016,18,10.0
1657,Oregon,2016,18,20.0
1658,Pennsylvania,2016,18,36.0
1659,Rhode Island,2016,18,0.0
1660,South Carolina,2016,18,18.0
1661,South Dakota,2016,18,5.0
1662,Tennessee,2016,18,19.0
1663,Texas,2016,18,122.0
1664,Utah,2016,18,15.0
1665,Vermont,2016,18,11.0
1666,Virginia,2016,18,19.0
1667,Washington,2016,18,18.0
1668,West Virginia,2016,18,23.0
1669,Wisconsin,2016,18,20.0
1670,Wyoming,2016,18,0.0
1671,Puerto Rico,2016,18,0.0
1672,Virgin Islands,2016,18,0.0
1673,New York City,2016,18,0.0
1674,Alabama,2016,19,3.0
1675,Alaska,2016,19,0.0
1676,Arizona,2016,19,0.0
1677,Arkansas,2016,19,0.0
1678,California,2016,19,15.0
1679,Colorado,2016,19,8.0
1680,Connecticut,2016,19,25.0
1681,Delaware,2016,19,8.0
1682,District of Columbia,2016,19,0.0
1683,Florida,2016,19,0.0
1684,Georgia,2016,19,34.0
1685,Hawaii,2016,19,15.0
1686,Idaho,2016,19,0.0
1687,Illinois,2016,19,9.0
1688,Indiana,2016,19,3.0
1689,Iowa,2016,19,0.0
1690,Kansas,2016,19,1.0
1691,Kentucky,2016,19,2.0
1692,Louisiana,2016,19,15.0
1693,Maine,2016,19,18.0
1694,Maryland,2016,19,7.0
1695,Massachusetts,2016,19,54.0
1696,Michigan,2016,19,55.0
1697,Minnesota,2016,19,1.0
1698,Mississippi,2016,19,9.0
1699,Missouri,2016,19,15.0
1700,Montana,2016,19,4.0
1701,Nebraska,2016,19,5.0
1702,Nevada,2016,19,0.0
1703,New Hampshire,2016,19,0.0
1704,New Jersey,2016,19,0.0
1705,New Mexico,2016,19,10.0
1706,New York,2016,19,105.0
1707,North Carolina,2016,19,8.0
1708,North Dakota,2016,19,0.0
1709,Ohio,2016,19,47.0
1710,Oklahoma,2016,19,3.0
1711,Oregon,2016,19,11.0
1712,Pennsylvania,2016,19,37.0
1713,Rhode Island,2016,19,0.0
1714,South Carolina,2016,19,13.0
1715,South Dakota,2016,19,2.0
1716,Tennessee,2016,19,17.0
1717,Texas,2016,19,116.0
1718,Utah,2016,19,11.0
1719,Vermont,2016,19,8.0
1720,Virginia,2016,19,14.0
1721,Washington,2016,19,11.0
1722,West Virginia,2016,19,36.0
1723,Wisconsin,2016,19,12.0
1724,Wyoming,2016,19,3.0
1725,Puerto Rico,2016,19,0.0
1726,Virgin Islands,2016,19,0.0
1727,New York City,2016,19,0.0
1728,Alabama,2016,20,1.0
1729,Alaska,2016,20,0.0
1730,Arizona,2016,20,1.0
1731,Arkansas,2016,20,0.0
1732,California,2016,20,12.0
1733,Colorado,2016,20,15.0
1734,Connecticut,2016,20,14.0
1735,Delaware,2016,20,7.0
1736,District of Columbia,2016,20,0.0
1737,Florida,2016,20,0.0
1738,Georgia,2016,20,25.0
1739,Hawaii,2016,20,8.0
1740,Idaho,2016,20,0.0
1741,Illinois,2016,20,6.0
1742,Indiana,2016,20,1.0
1743,Iowa,2016,20,0.0
1744,Kansas,2016,20,1.0
1745,Kentucky,2016,20,6.0
1746,Louisiana,2016,20,17.0
1747,Maine,2016,20,9.0
1748,Maryland,2016,20,2.0
1749,Massachusetts,2016,20,48.0
1750,Michigan,2016,20,29.0
1751,Minnesota,2016,20,10.0
1752,Mississippi,2016,20,11.0
1753,Missouri,2016,20,3.0
1754,Montana,2016,20,2.0
1755,Nebraska,2016,20,1.0
1756,Nevada,2016,20,0.0
1757,New Hampshire,2016,20,0.0
1758,New Jersey,2016,20,0.0
1759,New Mexico,2016,20,5.0
1760,New York,2016,20,76.0
1761,North Carolina,2016,20,11.0
1762,North Dakota,2016,20,0.0
1763,Ohio,2016,20,36.0
1764,Oklahoma,2016,20,2.0
1765,Oregon,2016,20,6.0
1766,Pennsylvania,2016,20,14.0
1767,Rhode Island,2016,20,0.0
1768,South Carolina,2016,20,10.0
1769,South Dakota,2016,20,1.0
1770,Tennessee,2016,20,13.0
1771,Texas,2016,20,117.0
1772,Utah,2016,20,9.0
1773,Vermont,2016,20,9.0
1774,Virginia,2016,20,5.0
1775,Washington,2016,20,8.0
1776,West Virginia,2016,20,15.0
1777,Wisconsin,2016,20,17.0
1778,Wyoming,2016,20,0.0
1779,Puerto Rico,2016,20,0.0
1780,Virgin Islands,2016,20,0.0
1781,New York City,2016,20,0.0
1782,Alabama,2016,21,0.0
1783,Alaska,2016,21,0.0
1784,Arizona,2016,21,1.0
1785,Arkansas,2016,21,0.0
1786,California,2016,21,11.0
1787,Colorado,2016,21,7.0
1788,Connecticut,2016,21,7.0
1789,Delaware,2016,21,6.0
1790,District of Columbia,2016,21,0.0
1791,Florida,2016,21,0.0
1792,Georgia,2016,21,19.0
1793,Hawaii,2016,21,13.0
1794,Idaho,2016,21,0.0
1795,Illinois,2016,21,3.0
1796,Indiana,2016,21,0.0
1797,Iowa,2016,21,2.0
1798,Kansas,2016,21,1.0
1799,Kentucky,2016,21,3.0
1800,Louisiana,2016,21,18.0
1801,Maine,2016,21,3.0
1802,Maryland,2016,21,3.0
1803,Massachusetts,2016,21,25.0
1804,Michigan,2016,21,19.0
1805,Minnesota,2016,21,3.0
1806,Mississippi,2016,21,6.0
1807,Missouri,2016,21,2.0
1808,Montana,2016,21,3.0
1809,Nebraska,2016,21,1.0
1810,Nevada,2016,21,0.0
1811,New Hampshire,2016,21,0.0
1812,New Jersey,2016,21,0.0
1813,New Mexico,2016,21,5.0
1814,New York,2016,21,64.0
1815,North Carolina,2016,21,4.0
1816,North Dakota,2016,21,0.0
1817,Ohio,2016,21,20.0
1818,Oklahoma,2016,21,0.0
1819,Oregon,2016,21,1.0
1820,Pennsylvania,2016,21,6.0
1821,Rhode Island,2016,21,0.0
1822,South Carolina,2016,21,9.0
1823,South Dakota,2016,21,2.0
1824,Tennessee,2016,21,8.0
1825,Texas,2016,21,67.0
1826,Utah,2016,21,6.0
1827,Vermont,2016,21,3.0
1828,Virginia,2016,21,6.0
1829,Washington,2016,21,2.0
1830,West Virginia,2016,21,21.0
1831,Wisconsin,2016,21,9.0
1832,Wyoming,2016,21,0.0
1833,Puerto Rico,2016,21,0.0
1834,Virgin Islands,2016,21,0.0
1835,New York City,2016,21,0.0
1836,Alabama,2016,22,0.0
1837,Alaska,2016,22,0.0
1838,Arizona,2016,22,0.0
1839,Arkansas,2016,22,1.0
1840,California,2016,22,5.0
1841,Colorado,2016,22,4.0
1842,Connecticut,2016,22,2.0
1843,Delaware,2016,22,2.0
1844,District of Columbia,2016,22,0.0
1845,Florida,2016,22,0.0
1846,Georgia,2016,22,15.0
1847,Hawaii,2016,22,5.0
1848,Idaho,2016,22,0.0
1849,Illinois,2016,22,1.0
1850,Indiana,2016,22,0.0
1851,Iowa,2016,22,3.0
1852,Kansas,2016,22,0.0
1853,Kentucky,2016,22,2.0
1854,Louisiana,2016,22,3.0
1855,Maine,2016,22,0.0
1856,Maryland,2016,22,0.0
1857,Massachusetts,2016,22,9.0
1858,Michigan,2016,22,7.0
1859,Minnesota,2016,22,1.0
1860,Mississippi,2016,22,5.0
1861,Missouri,2016,22,5.0
1862,Montana,2016,22,0.0
1863,Nebraska,2016,22,2.0
1864,Nevada,2016,22,0.0
1865,New Hampshire,2016,22,0.0
1866,New Jersey,2016,22,0.0
1867,New Mexico,2016,22,0.0
1868,New York,2016,22,32.0
1869,North Carolina,2016,22,2.0
1870,North Dakota,2016,22,0.0
1871,Ohio,2016,22,4.0
1872,Oklahoma,2016,22,0.0
1873,Oregon,2016,22,3.0
1874,Pennsylvania,2016,22,2.0
1875,Rhode Island,2016,22,0.0
1876,South Carolina,2016,22,1.0
1877,South Dakota,2016,22,1.0
1878,Tennessee,2016,22,6.0
1879,Texas,2016,22,60.0
1880,Utah,2016,22,1.0
1881,Vermont,2016,22,0.0
1882,Virginia,2016,22,5.0
1883,Washington,2016,22,3.0
1884,West Virginia,2016,22,12.0
1885,Wisconsin,2016,22,7.0
1886,Wyoming,2016,22,0.0
1887,Puerto Rico,2016,22,0.0
1888,Virgin Islands,2016,22,0.0
1889,New York City,2016,22,0.0
1890,Alabama,2016,23,0.0
1891,Alaska,2016,23,0.0
1892,Arizona,2016,23,0.0
1893,Arkansas,2016,23,0.0
1894,California,2016,23,5.0
1895,Colorado,2016,23,4.0
1896,Connecticut,2016,23,0.0
1897,Delaware,2016,23,0.0
1898,District of Columbia,2016,23,0.0
1899,Florida,2016,23,0.0
1900,Georgia,2016,23,7.0
1901,Hawaii,2016,23,10.0
1902,Idaho,2016,23,0.0
1903,Illinois,2016,23,0.0
1904,Indiana,2016,23,0.0
1905,Iowa,2016,23,1.0
1906,Kansas,2016,23,0.0
1907,Kentucky,2016,23,0.0
1908,Louisiana,2016,23,7.0
1909,Maine,2016,23,0.0
1910,Maryland,2016,23,0.0
1911,Massachusetts,2016,23,6.0
1912,Michigan,2016,23,5.0
1913,Minnesota,2016,23,1.0
1914,Mississippi,2016,23,1.0
1915,Missouri,2016,23,3.0
1916,Montana,2016,23,0.0
1917,Nebraska,2016,23,0.0
1918,Nevada,2016,23,0.0
1919,New Hampshire,2016,23,0.0
1920,New Jersey,2016,23,0.0
1921,New Mexico,2016,23,0.0
1922,New York,2016,23,10.0
1923,North Carolina,2016,23,3.0
1924,North Dakota,2016,23,0.0
1925,Ohio,2016,23,7.0
1926,Oklahoma,2016,23,0.0
1927,Oregon,2016,23,3.0
1928,Pennsylvania,2016,23,2.0
1929,Rhode Island,2016,23,0.0
1930,South Carolina,2016,23,4.0
1931,South Dakota,2016,23,3.0
1932,Tennessee,2016,23,1.0
1933,Texas,2016,23,61.0
1934,Utah,2016,23,3.0
1935,Vermont,2016,23,0.0
1936,Virginia,2016,23,2.0
1937,Washington,2016,23,5.0
1938,West Virginia,2016,23,2.0
1939,Wisconsin,2016,23,1.0
1940,Wyoming,2016,23,0.0
1941,Puerto Rico,2016,23,0.0
1942,Virgin Islands,2016,23,0.0
1943,New York City,2016,23,0.0
1944,Alabama,2016,24,2.0
1945,Alaska,2016,24,0.0
1946,Arizona,2016,24,0.0
1947,Arkansas,2016,24,0.0
1948,California,2016,24,5.0
1949,Colorado,2016,24,0.0
1950,Connecticut,2016,24,3.0
1951,Delaware,2016,24,0.0
1952,District of Columbia,2016,24,0.0
1953,Florida,2016,24,0.0
1954,Georgia,2016,24,6.0
1955,Hawaii,2016,24,4.0
1956,Idaho,2016,24,0.0
1957,Illinois,2016,24,2.0
1958,Indiana,2016,24,0.0
1959,Iowa,2016,24,0.0
1960,Kansas,2016,24,0.0
1961,Kentucky,2016,24,0.0
1962,Louisiana,2016,24,5.0
1963,Maine,2016,24,0.0
1964,Maryland,2016,24,0.0
1965,Massachusetts,2016,24,2.0
1966,Michigan,2016,24,2.0
1967,Minnesota,2016,24,2.0
1968,Mississippi,2016,24,0.0
1969,Missouri,2016,24,0.0
1970,Montana,2016,24,0.0
1971,Nebraska,2016,24,0.0
1972,Nevada,2016,24,0.0
1973,New Hampshire,2016,24,0.0
1974,New Jersey,2016,24,0.0
1975,New Mexico,2016,24,0.0
1976,New York,2016,24,15.0
1977,North Carolina,2016,24,1.0
1978,North Dakota,2016,24,0.0
1979,Ohio,2016,24,1.0
1980,Oklahoma,2016,24,0.0
1981,Oregon,2016,24,1.0
1982,Pennsylvania,2016,24,1.0
1983,Rhode Island,2016,24,0.0
1984,South Carolina,2016,24,0.0
1985,South Dakota,2016,24,0.0
1986,Tennessee,2016,24,5.0
1987,Texas,2016,24,29.0
1988,Utah,2016,24,1.0
1989,Vermont,2016,24,0.0
1990,Virginia,2016,24,0.0
1991,Washington,2016,24,2.0
1992,West Virginia,2016,24,1.0
1993,Wisconsin,2016,24,0.0
1994,Wyoming,2016,24,0.0
1995,Puerto Rico,2016,24,0.0
1996,Virgin Islands,2016,24,0.0
1997,New York City,2016,24,0.0
1998,Alabama,2016,25,1.0
1999,Alaska,2016,25,0.0
2000,Arizona,2016,25,0.0
2001,Arkansas,2016,25,0.0
2002,California,2016,25,2.0
2003,Colorado,2016,25,2.0
2004,Connecticut,2016,25,1.0
2005,Delaware,2016,25,0.0
2006,District of Columbia,2016,25,0.0
2007,Florida,2016,25,0.0
2008,Georgia,2016,25,4.0
2009,Hawaii,2016,25,2.0
2010,Idaho,2016,25,0.0
2011,Illinois,2016,25,0.0
2012,Indiana,2016,25,1.0
2013,Iowa,2016,25,0.0
2014,Kansas,2016,25,0.0
2015,Kentucky,2016,25,0.0
2016,Louisiana,2016,25,8.0
2017,Maine,2016,25,0.0
2018,Maryland,2016,25,0.0
2019,Massachusetts,2016,25,0.0
2020,Michigan,2016,25,0.0
2021,Minnesota,2016,25,2.0
2022,Mississippi,2016,25,0.0
2023,Missouri,2016,25,0.0
2024,Montana,2016,25,0.0
2025,Nebraska,2016,25,0.0
2026,Nevada,2016,25,0.0
2027,New Hampshire,2016,25,0.0
2028,New Jersey,2016,25,0.0
2029,New Mexico,2016,25,0.0
2030,New York,2016,25,8.0
2031,North Carolina,2016,25,0.0
2032,North Dakota,2016,25,0.0
2033,Ohio,2016,25,3.0
2034,Oklahoma,2016,25,2.0
2035,Oregon,2016,25,1.0
2036,Pennsylvania,2016,25,0.0
2037,Rhode Island,2016,25,0.0
2038,South Carolina,2016,25,0.0
2039,South Dakota,2016,25,1.0
2040,Tennessee,2016,25,2.0
2041,Texas,2016,25,20.0
2042,Utah,2016,25,1.0
2043,Vermont,2016,25,0.0
2044,Virginia,2016,25,0.0
2045,Washington,2016,25,2.0
2046,West Virginia,2016,25,1.0
2047,Wisconsin,2016,25,0.0
2048,Wyoming,2016,25,0.0
2049,Puerto Rico,2016,25,0.0
2050,Virgin Islands,2016,25,0.0
2051,New York City,2016,25,0.0
2052,Alabama,2016,26,1.0
2053,Alaska,2016,26,0.0
2054,Arizona,2016,26,0.0
2055,Arkansas,2016,26,0.0
2056,California,2016,26,1.0
2057,Colorado,2016,26,1.0
2058,Connecticut,2016,26,1.0
2059,Delaware,2016,26,0.0
2060,District of Columbia,2016,26,0.0
2061,Florida,2016,26,0.0
2062,Georgia,2016,26,3.0
2063,Hawaii,2016,26,7.0
2064,Idaho,2016,26,0.0
2065,Illinois,2016,26,0.0
2066,Indiana,2016,26,0.0
2067,Iowa,2016,26,0.0
2068,Kansas,2016,26,0.0
2069,Kentucky,2016,26,0.0
2070,Louisiana,2016,26,2.0
2071,Maine,2016,26,0.0
2072,Maryland,2016,26,0.0
2073,Massachusetts,2016,26,0.0
2074,Michigan,2016,26,0.0
2075,Minnesota,2016,26,0.0
2076,Mississippi,2016,26,0.0
2077,Missouri,2016,26,0.0
2078,Montana,2016,26,0.0
2079,Nebraska,2016,26,1.0
2080,Nevada,2016,26,0.0
2081,New Hampshire,2016,26,0.0
2082,New Jersey,2016,26,0.0
2083,New Mexico,2016,26,0.0
2084,New York,2016,26,2.0
2085,North Carolina,2016,26,0.0
2086,North Dakota,2016,26,0.0
2087,Ohio,2016,26,2.0
2088,Oklahoma,2016,26,1.0
2089,Oregon,2016,26,0.0
2090,Pennsylvania,2016,26,2.0
2091,Rhode Island,2016,26,0.0
2092,South Carolina,2016,26,0.0
2093,South Dakota,2016,26,0.0
2094,Tennessee,2016,26,0.0
2095,Texas,2016,26,12.0
2096,Utah,2016,26,1.0
2097,Vermont,2016,26,0.0
2098,Virginia,2016,26,1.0
2099,Washington,2016,26,1.0
2100,West Virginia,2016,26,0.0
2101,Wisconsin,2016,26,1.0
2102,Wyoming,2016,26,0.0
2103,Puerto Rico,2016,26,0.0
2104,Virgin Islands,2016,26,0.0
2105,New York City,2016,26,0.0
2106,Alabama,2016,27,0.0
2107,Alaska,2016,27,0.0
2108,Arizona,2016,27,0.0
2109,Arkansas,2016,27,0.0
2110,California,2016,27,1.0
2111,Colorado,2016,27,0.0
2112,Connecticut,2016,27,0.0
2113,Delaware,2016,27,0.0
2114,District of Columbia,2016,27,0.0
2115,Florida,2016,27,0.0
2116,Georgia,2016,27,2.0
2117,Hawaii,2016,27,0.0
2118,Idaho,2016,27,0.0
2119,Illinois,2016,27,1.0
2120,Indiana,2016,27,0.0
2121,Iowa,2016,27,1.0
2122,Kansas,2016,27,0.0
2123,Kentucky,2016,27,1.0
2124,Louisiana,2016,27,1.0
2125,Maine,2016,27,0.0
2126,Maryland,2016,27,1.0
2127,Massachusetts,2016,27,0.0
2128,Michigan,2016,27,0.0
2129,Minnesota,2016,27,0.0
2130,Mississippi,2016,27,0.0
2131,Missouri,2016,27,1.0
2132,Montana,2016,27,0.0
2133,Nebraska,2016,27,1.0
2134,Nevada,2016,27,0.0
2135,New Hampshire,2016,27,0.0
2136,New Jersey,2016,27,0.0
2137,New Mexico,2016,27,0.0
2138,New York,2016,27,2.0
2139,North Carolina,2016,27,0.0
2140,North Dakota,2016,27,0.0
2141,Ohio,2016,27,0.0
2142,Oklahoma,2016,27,0.0
2143,Oregon,2016,27,0.0
2144,Pennsylvania,2016,27,0.0
2145,Rhode Island,2016,27,0.0
2146,South Carolina,2016,27,0.0
2147,South Dakota,2016,27,0.0
2148,Tennessee,2016,27,0.0
2149,Texas,2016,27,7.0
2150,Utah,2016,27,2.0
2151,Vermont,2016,27,1.0
2152,Virginia,2016,27,0.0
2153,Washington,2016,27,2.0
2154,West Virginia,2016,27,3.0
2155,Wisconsin,2016,27,0.0
2156,Wyoming,2016,27,0.0
2157,Puerto Rico,2016,27,0.0
2158,Virgin Islands,2016,27,0.0
2159,New York City,2016,27,0.0
2160,Alabama,2016,28,0.0
2161,Alaska,2016,28,0.0
2162,Arizona,2016,28,0.0
2163,Arkansas,2016,28,0.0
2164,California,2016,28,4.0
2165,Colorado,2016,28,2.0
2166,Connecticut,2016,28,0.0
2167,Delaware,2016,28,0.0
2168,District of Columbia,2016,28,0.0
2169,Florida,2016,28,0.0
2170,Georgia,2016,28,0.0
2171,Hawaii,2016,28,4.0
2172,Idaho,2016,28,0.0
2173,Illinois,2016,28,0.0
2174,Indiana,2016,28,0.0
2175,Iowa,2016,28,0.0
2176,Kansas,2016,28,0.0
2177,Kentucky,2016,28,1.0
2178,Louisiana,2016,28,4.0
2179,Maine,2016,28,0.0
2180,Maryland,2016,28,0.0
2181,Massachusetts,2016,28,0.0
2182,Michigan,2016,28,1.0
2183,Minnesota,2016,28,0.0
2184,Mississippi,2016,28,0.0
2185,Missouri,2016,28,1.0
2186,Montana,2016,28,0.0
2187,Nebraska,2016,28,0.0
2188,Nevada,2016,28,0.0
2189,New Hampshire,2016,28,0.0
2190,New Jersey,2016,28,0.0
2191,New Mexico,2016,28,0.0
2192,New York,2016,28,4.0
2193,North Carolina,2016,28,0.0
2194,North Dakota,2016,28,0.0
2195,Ohio,2016,28,1.0
2196,Oklahoma,2016,28,0.0
2197,Oregon,2016,28,0.0
2198,Pennsylvania,2016,28,0.0
2199,Rhode Island,2016,28,0.0
2200,South Carolina,2016,28,0.0
2201,South Dakota,2016,28,0.0
2202,Tennessee,2016,28,0.0
2203,Texas,2016,28,13.0
2204,Utah,2016,28,0.0
2205,Vermont,2016,28,0.0
2206,Virginia,2016,28,0.0
2207,Washington,2016,28,0.0
2208,West Virginia,2016,28,1.0
2209,Wisconsin,2016,28,0.0
2210,Wyoming,2016,28,0.0
2211,Puerto Rico,2016,28,0.0
2212,Virgin Islands,2016,28,0.0
2213,New York City,2016,28,0.0
2214,Alabama,2016,29,1.0
2215,Alaska,2016,29,0.0
2216,Arizona,2016,29,0.0
2217,Arkansas,2016,29,0.0
2218,California,2016,29,4.0
2219,Colorado,2016,29,4.0
2220,Connecticut,2016,29,0.0
2221,Delaware,2016,29,0.0
2222,District of Columbia,2016,29,0.0
2223,Florida,2016,29,0.0
2224,Georgia,2016,29,0.0
2225,Hawaii,2016,29,3.0
2226,Idaho,2016,29,0.0
2227,Illinois,2016,29,0.0
2228,Indiana,2016,29,0.0
2229,Iowa,2016,29,1.0
2230,Kansas,2016,29,0.0
2231,Kentucky,2016,29,0.0
2232,Louisiana,2016,29,1.0
2233,Maine,2016,29,0.0
2234,Maryland,2016,29,0.0
2235,Massachusetts,2016,29,2.0
2236,Michigan,2016,29,1.0
2237,Minnesota,2016,29,1.0
2238,Mississippi,2016,29,0.0
2239,Missouri,2016,29,0.0
2240,Montana,2016,29,0.0
2241,Nebraska,2016,29,1.0
2242,Nevada,2016,29,0.0
2243,New Hampshire,2016,29,0.0
2244,New Jersey,2016,29,0.0
2245,New Mexico,2016,29,0.0
2246,New York,2016,29,3.0
2247,North Carolina,2016,29,0.0
2248,North Dakota,2016,29,0.0
2249,Ohio,2016,29,0.0
2250,Oklahoma,2016,29,0.0
2251,Oregon,2016,29,0.0
2252,Pennsylvania,2016,29,0.0
2253,Rhode Island,2016,29,0.0
2254,South Carolina,2016,29,2.0
2255,South Dakota,2016,29,0.0
2256,Tennessee,2016,29,0.0
2257,Texas,2016,29,4.0
2258,Utah,2016,29,0.0
2259,Vermont,2016,29,0.0
2260,Virginia,2016,29,0.0
2261,Washington,2016,29,1.0
2262,West Virginia,2016,29,0.0
2263,Wisconsin,2016,29,0.0
2264,Wyoming,2016,29,0.0
2265,Puerto Rico,2016,29,0.0
2266,Virgin Islands,2016,29,0.0
2267,New York City,2016,29,0.0
2268,Alabama,2016,30,0.0
2269,Alaska,2016,30,0.0
2270,Arizona,2016,30,0.0
2271,Arkansas,2016,30,0.0
2272,California,2016,30,3.0
2273,Colorado,2016,30,0.0
2274,Connecticut,2016,30,0.0
2275,Delaware,2016,30,0.0
2276,District of Columbia,2016,30,0.0
2277,Florida,2016,30,0.0
2278,Georgia,2016,30,0.0
2279,Hawaii,2016,30,0.0
2280,Idaho,2016,30,0.0
2281,Illinois,2016,30,0.0
2282,Indiana,2016,30,1.0
2283,Iowa,2016,30,0.0
2284,Kansas,2016,30,0.0
2285,Kentucky,2016,30,2.0
2286,Louisiana,2016,30,4.0
2287,Maine,2016,30,0.0
2288,Maryland,2016,30,0.0
2289,Massachusetts,2016,30,0.0
2290,Michigan,2016,30,0.0
2291,Minnesota,2016,30,0.0
2292,Mississippi,2016,30,0.0
2293,Missouri,2016,30,0.0
2294,Montana,2016,30,0.0
2295,Nebraska,2016,30,0.0
2296,Nevada,2016,30,0.0
2297,New Hampshire,2016,30,0.0
2298,New Jersey,2016,30,0.0
2299,New Mexico,2016,30,0.0
2300,New York,2016,30,1.0
2301,North Carolina,2016,30,0.0
2302,North Dakota,2016,30,0.0
2303,Ohio,2016,30,0.0
2304,Oklahoma,2016,30,0.0
2305,Oregon,2016,30,0.0
2306,Pennsylvania,2016,30,0.0
2307,Rhode Island,2016,30,0.0
2308,South Carolina,2016,30,0.0
2309,South Dakota,2016,30,0.0
2310,Tennessee,2016,30,0.0
2311,Texas,2016,30,7.0
2312,Utah,2016,30,0.0
2313,Vermont,2016,30,0.0
2314,Virginia,2016,30,0.0
2315,Washington,2016,30,2.0
2316,West Virginia,2016,30,0.0
2317,Wisconsin,2016,30,1.0
2318,Wyoming,2016,30,0.0
2319,Puerto Rico,2016,30,0.0
2320,Virgin Islands,2016,30,0.0
2321,New York City,2016,30,0.0
2322,Alabama,2016,31,0.0
2323,Alaska,2016,31,0.0
2324,Arizona,2016,31,0.0
2325,Arkansas,2016,31,0.0
2326,California,2016,31,1.0
2327,Colorado,2016,31,0.0
2328,Connecticut,2016,31,0.0
2329,Delaware,2016,31,0.0
2330,District of Columbia,2016,31,0.0
2331,Florida,2016,31,0.0
2332,Georgia,2016,31,3.0
2333,Hawaii,2016,31,2.0
2334,Idaho,2016,31,0.0
2335,Illinois,2016,31,1.0
2336,Indiana,2016,31,0.0
2337,Iowa,2016,31,0.0
2338,Kansas,2016,31,0.0
2339,Kentucky,2016,31,1.0
2340,Louisiana,2016,31,1.0
2341,Maine,2016,31,0.0
2342,Maryland,2016,31,0.0
2343,Massachusetts,2016,31,1.0
2344,Michigan,2016,31,0.0
2345,Minnesota,2016,31,3.0
2346,Mississippi,2016,31,0.0
2347,Missouri,2016,31,0.0
2348,Montana,2016,31,0.0
2349,Nebraska,2016,31,0.0
2350,Nevada,2016,31,0.0
2351,New Hampshire,2016,31,0.0
2352,New Jersey,2016,31,0.0
2353,New Mexico,2016,31,0.0
2354,New York,2016,31,0.0
2355,North Carolina,2016,31,0.0
2356,North Dakota,2016,31,0.0
2357,Ohio,2016,31,2.0
2358,Oklahoma,2016,31,0.0
2359,Oregon,2016,31,0.0
2360,Pennsylvania,2016,31,1.0
2361,Rhode Island,2016,31,0.0
2362,South Carolina,2016,31,1.0
2363,South Dakota,2016,31,0.0
2364,Tennessee,2016,31,0.0
2365,Texas,2016,31,10.0
2366,Utah,2016,31,4.0
2367,Vermont,2016,31,0.0
2368,Virginia,2016,31,0.0
2369,Washington,2016,31,1.0
2370,West Virginia,2016,31,0.0
2371,Wisconsin,2016,31,2.0
2372,Wyoming,2016,31,0.0
2373,Puerto Rico,2016,31,0.0
2374,Virgin Islands,2016,31,0.0
2375,New York City,2016,31,0.0
2376,Alabama,2016,32,0.0
2377,Alaska,2016,32,0.0
2378,Arizona,2016,32,0.0
2379,Arkansas,2016,32,0.0
2380,California,2016,32,1.0
2381,Colorado,2016,32,0.0
2382,Connecticut,2016,32,0.0
2383,Delaware,2016,32,0.0
2384,District of Columbia,2016,32,0.0
2385,Florida,2016,32,0.0
2386,Georgia,2016,32,1.0
2387,Hawaii,2016,32,5.0
2388,Idaho,2016,32,0.0
2389,Illinois,2016,32,0.0
2390,Indiana,2016,32,0.0
2391,Iowa,2016,32,0.0
2392,Kansas,2016,32,0.0
2393,Kentucky,2016,32,2.0
2394,Louisiana,2016,32,2.0
2395,Maine,2016,32,0.0
2396,Maryland,2016,32,0.0
2397,Massachusetts,2016,32,0.0
2398,Michigan,2016,32,1.0
2399,Minnesota,2016,32,0.0
2400,Mississippi,2016,32,0.0
2401,Missouri,2016,32,0.0
2402,Montana,2016,32,0.0
2403,Nebraska,2016,32,0.0
2404,Nevada,2016,32,0.0
2405,New Hampshire,2016,32,0.0
2406,New Jersey,2016,32,0.0
2407,New Mexico,2016,32,0.0
2408,New York,2016,32,0.0
2409,North Carolina,2016,32,2.0
2410,North Dakota,2016,32,0.0
2411,Ohio,2016,32,1.0
2412,Oklahoma,2016,32,0.0
2413,Oregon,2016,32,0.0
2414,Pennsylvania,2016,32,0.0
2415,Rhode Island,2016,32,0.0
2416,South Carolina,2016,32,0.0
2417,South Dakota,2016,32,0.0
2418,Tennessee,2016,32,2.0
2419,Texas,2016,32,6.0
2420,Utah,2016,32,1.0
2421,Vermont,2016,32,0.0
2422,Virginia,2016,32,0.0
2423,Washington,2016,32,2.0
2424,West Virginia,2016,32,0.0
2425,Wisconsin,2016,32,1.0
2426,Wyoming,2016,32,0.0
2427,Puerto Rico,2016,32,0.0
2428,Virgin Islands,2016,32,0.0
2429,New York City,2016,32,0.0
2430,Alabama,2016,33,0.0
2431,Alaska,2016,33,0.0
2432,Arizona,2016,33,0.0
2433,Arkansas,2016,33,0.0
2434,California,2016,33,1.0
2435,Colorado,2016,33,0.0
2436,Connecticut,2016,33,1.0
2437,Delaware,2016,33,0.0
2438,District of Columbia,2016,33,0.0
2439,Florida,2016,33,0.0
2440,Georgia,2016,33,1.0
2441,Hawaii,2016,33,0.0
2442,Idaho,2016,33,0.0
2443,Illinois,2016,33,0.0
2444,Indiana,2016,33,0.0
2445,Iowa,2016,33,0.0
2446,Kansas,2016,33,0.0
2447,Kentucky,2016,33,1.0
2448,Louisiana,2016,33,2.0
2449,Maine,2016,33,0.0
2450,Maryland,2016,33,1.0
2451,Massachusetts,2016,33,0.0
2452,Michigan,2016,33,0.0
