,REGION,YEAR,WEEK,TOTAL CASES
839,New Hampshire,2011,3,10.0
840,New Jersey,2011,3,0.0
841,New Mexico,2011,3,44.0
842,New York,2011,3,228.0
843,North Carolina,2011,3,59.0
844,North Dakota,2011,3,19.0
845,Ohio,2011,3,30.0
846,Oklahoma,2011,3,115.0
847,Oregon,2011,3,12.0
848,Pennsylvania,2011,3,219.0
849,Rhode Island,2011,3,0.0
850,South Carolina,2011,3,48.0
851,South Dakota,2011,3,44.0
852,Tennessee,2011,3,42.0
853,Texas,2011,3,402.0
854,Utah,2011,3,221.0
855,Vermont,2011,3,30.0
856,Virginia,2011,3,56.0
857,Washington,2011,3,35.0
858,West Virginia,2011,3,57.0
859,Wisconsin,2011,3,112.0
860,Wyoming,2011,3,13.0
861,Puerto Rico,2011,3,0.0
862,Virgin Islands,2011,3,0.0
863,New York City,2011,3,0.0
864,Alabama,2011,4,69.0
865,Alaska,2011,4,87.0
866,Arizona,2011,4,205.0
867,Arkansas,2011,4,66.0
868,California,2011,4,98.0
869,Colorado,2011,4,77.0
870,Connecticut,2011,4,100.0
871,Delaware,2011,4,141.0
872,District of Columbia,2011,4,16.0
873,Florida,2011,4,0.0
874,Georgia,2011,4,129.0
875,Hawaii,2011,4,88.0
876,Idaho,2011,4,15.0
877,Illinois,2011,4,45.0
878,Indiana,2011,4,174.0
879,Iowa,2011,4,154.0
880,Kansas,2011,4,16.0
881,Kentucky,2011,4,38.0
882,Louisiana,2011,4,112.0
883,Maine,2011,4,18.0
884,Maryland,2011,4,159.0
885,Massachusetts,2011,4,24.0
886,Michigan,2011,4,28.0
887,Minnesota,2011,4,38.0
888,Mississippi,2011,4,0.0
889,Missouri,2011,4,36.0
890,Montana,2011,4,24.0
891,Nebraska,2011,4,50.0
892,Nevada,2011,4,8.0
893,New Hampshire,2011,4,13.0
894,New Jersey,2011,4,0.0
895,New Mexico,2011,4,40.0
896,New York,2011,4,266.0
897,North Carolina,2011,4,61.0
898,North Dakota,2011,4,30.0
899,Ohio,2011,4,41.0
900,Oklahoma,2011,4,206.0
901,Oregon,2011,4,14.0
902,Pennsylvania,2011,4,280.0
903,Rhode Island,2011,4,0.0
904,South Carolina,2011,4,75.0
905,South Dakota,2011,4,65.0
906,Tennessee,2011,4,67.0
907,Texas,2011,4,450.0
908,Utah,2011,4,190.0
909,Vermont,2011,4,33.0
910,Virginia,2011,4,65.0
911,Washington,2011,4,32.0
912,West Virginia,2011,4,77.0
913,Wisconsin,2011,4,148.0
914,Wyoming,2011,4,23.0
915,Puerto Rico,2011,4,0.0
916,Virgin Islands,2011,4,0.0
917,New York City,2011,4,0.0
918,Alabama,2011,5,74.0
919,Alaska,2011,5,61.0
920,Arizona,2011,5,191.0
921,Arkansas,2011,5,86.0
922,California,2011,5,109.0
923,Colorado,2011,5,108.0
924,Connecticut,2011,5,132.0
925,Delaware,2011,5,255.0
926,District of Columbia,2011,5,15.0
927,Florida,2011,5,0.0
928,Georgia,2011,5,159.0
929,Hawaii,2011,5,120.0
930,Idaho,2011,5,15.0
931,Illinois,2011,5,42.0
932,Indiana,2011,5,95.0
933,Iowa,2011,5,141.0
934,Kansas,2011,5,20.0
935,Kentucky,2011,5,40.0
936,Louisiana,2011,5,116.0
937,Maine,2011,5,35.0
938,Maryland,2011,5,168.0
939,Massachusetts,2011,5,23.0
940,Michigan,2011,5,20.0
941,Minnesota,2011,5,86.0
942,Mississippi,2011,5,3.0
943,Missouri,2011,5,39.0
944,Montana,2011,5,34.0
945,Nebraska,2011,5,37.0
946,Nevada,2011,5,25.0
947,New Hampshire,2011,5,19.0
948,New Jersey,2011,5,0.0
949,New Mexico,2011,5,79.0
950,New York,2011,5,259.0
951,North Carolina,2011,5,89.0
952,North Dakota,2011,5,40.0
953,Ohio,2011,5,49.0
954,Oklahoma,2011,5,88.0
955,Oregon,2011,5,16.0
956,Pennsylvania,2011,5,229.0
957,Rhode Island,2011,5,0.0
958,South Carolina,2011,5,142.0
959,South Dakota,2011,5,74.0
960,Tennessee,2011,5,68.0
961,Texas,2011,5,567.0
962,Utah,2011,5,184.0
963,Vermont,2011,5,21.0
964,Virginia,2011,5,85.0
965,Washington,2011,5,38.0
966,West Virginia,2011,5,96.0
967,Wisconsin,2011,5,173.0
968,Wyoming,2011,5,25.0
969,Puerto Rico,2011,5,0.0
970,Virgin Islands,2011,5,0.0
971,New York City,2011,5,0.0
972,Alabama,2011,6,54.0
973,Alaska,2011,6,59.0
974,Arizona,2011,6,202.0
975,Arkansas,2011,6,77.0
976,California,2011,6,104.0
977,Colorado,2011,6,102.0
978,Connecticut,2011,6,125.0
979,Delaware,2011,6,224.0
980,District of Columbia,2011,6,14.0
981,Florida,2011,6,0.0
982,Georgia,2011,6,237.0
983,Hawaii,2011,6,185.0
984,Idaho,2011,6,31.0
985,Illinois,2011,6,27.0
986,Indiana,2011,6,100.0
987,Iowa,2011,6,107.0
988,Kansas,2011,6,30.0
989,Kentucky,2011,6,25.0
990,Louisiana,2011,6,101.0
991,Maine,2011,6,52.0
992,Maryland,2011,6,161.0
993,Massachusetts,2011,6,32.0
994,Michigan,2011,6,34.0
995,Minnesota,2011,6,101.0
996,Mississippi,2011,6,0.0
997,Missouri,2011,6,37.0
998,Montana,2011,6,23.0
999,Nebraska,2011,6,37.0
1000,Nevada,2011,6,22.0
1001,New Hampshire,2011,6,30.0
1002,New Jersey,2011,6,0.0
1003,New Mexico,2011,6,64.0
1004,New York,2011,6,274.0
1005,North Carolina,2011,6,54.0
1006,North Dakota,2011,6,68.0
1007,Ohio,2011,6,40.0
1008,Oklahoma,2011,6,88.0
1009,Oregon,2011,6,25.0
1010,Pennsylvania,2011,6,278.0
1011,Rhode Island,2011,6,0.0
1012,South Carolina,2011,6,140.0
1013,South Dakota,2011,6,78.0
1014,Tennessee,2011,6,133.0
1015,Texas,2011,6,493.0
1016,Utah,2011,6,247.0
1017,Vermont,2011,6,8.0
1018,Virginia,2011,6,81.0
1019,Washington,2011,6,52.0
1020,West Virginia,2011,6,127.0
1021,Wisconsin,2011,6,206.0
1022,Wyoming,2011,6,16.0
1023,Puerto Rico,2011,6,0.0
1024,Virgin Islands,2011,6,0.0
1025,New York City,2011,6,0.0
1026,Alabama,2011,7,70.0
1027,Alaska,2011,7,107.0
1028,Arizona,2011,7,219.0
1029,Arkansas,2011,7,56.0
1030,California,2011,7,145.0
1031,Colorado,2011,7,157.0
1032,Connecticut,2011,7,195.0
1033,Delaware,2011,7,213.0
1034,District of Columbia,2011,7,14.0
1035,Florida,2011,7,0.0
1036,Georgia,2011,7,292.0
1037,Hawaii,2011,7,256.0
1038,Idaho,2011,7,15.0
1039,Illinois,2011,7,31.0
1040,Indiana,2011,7,77.0
1041,Iowa,2011,7,128.0
1042,Kansas,2011,7,30.0
1043,Kentucky,2011,7,10.0
1044,Louisiana,2011,7,124.0
1045,Maine,2011,7,63.0
1046,Maryland,2011,7,216.0
1047,Massachusetts,2011,7,29.0
1048,Michigan,2011,7,48.0
1049,Minnesota,2011,7,90.0
1050,Mississippi,2011,7,0.0
1051,Missouri,2011,7,29.0
1052,Montana,2011,7,21.0
1053,Nebraska,2011,7,43.0
1054,Nevada,2011,7,22.0
1055,New Hampshire,2011,7,37.0
1056,New Jersey,2011,7,0.0
1057,New Mexico,2011,7,43.0
1058,New York,2011,7,345.0
1059,North Carolina,2011,7,57.0
1060,North Dakota,2011,7,90.0
1061,Ohio,2011,7,54.0
1062,Oklahoma,2011,7,90.0
1063,Oregon,2011,7,33.0
1064,Pennsylvania,2011,7,243.0
1065,Rhode Island,2011,7,0.0
1066,South Carolina,2011,7,134.0
1067,South Dakota,2011,7,90.0
1068,Tennessee,2011,7,110.0
1069,Texas,2011,7,640.0
1070,Utah,2011,7,288.0
1071,Vermont,2011,7,6.0
1072,Virginia,2011,7,93.0
1073,Washington,2011,7,69.0
1074,West Virginia,2011,7,149.0
1075,Wisconsin,2011,7,195.0
1076,Wyoming,2011,7,23.0
1077,Puerto Rico,2011,7,0.0
1078,Virgin Islands,2011,7,0.0
1079,New York City,2011,7,0.0
1080,Alabama,2011,8,44.0
1081,Alaska,2011,8,100.0
1082,Arizona,2011,8,153.0
1083,Arkansas,2011,8,31.0
1084,California,2011,8,98.0
1085,Colorado,2011,8,128.0
1086,Connecticut,2011,8,180.0
1087,Delaware,2011,8,201.0
1088,District of Columbia,2011,8,13.0
1089,Florida,2011,8,0.0
1090,Georgia,2011,8,193.0
1091,Hawaii,2011,8,229.0
1092,Idaho,2011,8,13.0
1093,Illinois,2011,8,28.0
1094,Indiana,2011,8,58.0
1095,Iowa,2011,8,81.0
1096,Kansas,2011,8,23.0
1097,Kentucky,2011,8,20.0
1098,Louisiana,2011,8,118.0
1099,Maine,2011,8,39.0
1100,Maryland,2011,8,154.0
1101,Massachusetts,2011,8,29.0
1102,Michigan,2011,8,28.0
1103,Minnesota,2011,8,125.0
1104,Mississippi,2011,8,7.0
1105,Missouri,2011,8,37.0
1106,Montana,2011,8,23.0
1107,Nebraska,2011,8,47.0
1108,Nevada,2011,8,25.0
1109,New Hampshire,2011,8,68.0
1110,New Jersey,2011,8,0.0
1111,New Mexico,2011,8,36.0
1112,New York,2011,8,311.0
1113,North Carolina,2011,8,34.0
1114,North Dakota,2011,8,105.0
1115,Ohio,2011,8,63.0
1116,Oklahoma,2011,8,46.0
1117,Oregon,2011,8,29.0
1118,Pennsylvania,2011,8,259.0
1119,Rhode Island,2011,8,0.0
1120,South Carolina,2011,8,133.0
1121,South Dakota,2011,8,63.0
1122,Tennessee,2011,8,67.0
1123,Texas,2011,8,334.0
1124,Utah,2011,8,255.0
1125,Vermont,2011,8,0.0
1126,Virginia,2011,8,84.0
1127,Washington,2011,8,62.0
1128,West Virginia,2011,8,88.0
1129,Wisconsin,2011,8,173.0
1130,Wyoming,2011,8,29.0
1131,Puerto Rico,2011,8,0.0
1132,Virgin Islands,2011,8,0.0
1133,New York City,2011,8,0.0
1134,Alabama,2011,9,33.0
1135,Alaska,2011,9,105.0
1136,Arizona,2011,9,87.0
1137,Arkansas,2011,9,26.0
1138,California,2011,9,92.0
1139,Colorado,2011,9,85.0
1140,Connecticut,2011,9,137.0
1141,Delaware,2011,9,99.0
1142,District of Columbia,2011,9,7.0
1143,Florida,2011,9,0.0
1144,Georgia,2011,9,118.0
1145,Hawaii,2011,9,236.0
1146,Idaho,2011,9,10.0
1147,Illinois,2011,9,43.0
1148,Indiana,2011,9,37.0
1149,Iowa,2011,9,72.0
1150,Kansas,2011,9,16.0
1151,Kentucky,2011,9,19.0
1152,Louisiana,2011,9,57.0
1153,Maine,2011,9,39.0
1154,Maryland,2011,9,115.0
1155,Massachusetts,2011,9,37.0
1156,Michigan,2011,9,31.0
1157,Minnesota,2011,9,101.0
1158,Mississippi,2011,9,0.0
1159,Missouri,2011,9,33.0
1160,Montana,2011,9,19.0
1161,Nebraska,2011,9,27.0
1162,Nevada,2011,9,21.0
1163,New Hampshire,2011,9,29.0
1164,New Jersey,2011,9,0.0
1165,New Mexico,2011,9,31.0
1166,New York,2011,9,250.0
1167,North Carolina,2011,9,26.0
1168,North Dakota,2011,9,96.0
1169,Ohio,2011,9,54.0
1170,Oklahoma,2011,9,20.0
1171,Oregon,2011,9,34.0
1172,Pennsylvania,2011,9,126.0
1173,Rhode Island,2011,9,0.0
1174,South Carolina,2011,9,53.0
1175,South Dakota,2011,9,74.0
1176,Tennessee,2011,9,79.0
1177,Texas,2011,9,191.0
1178,Utah,2011,9,215.0
1179,Vermont,2011,9,0.0
1180,Virginia,2011,9,65.0
1181,Washington,2011,9,69.0
1182,West Virginia,2011,9,99.0
1183,Wisconsin,2011,9,193.0
1184,Wyoming,2011,9,18.0
1185,Puerto Rico,2011,9,0.0
1186,Virgin Islands,2011,9,0.0
1187,New York City,2011,9,0.0
1188,Alabama,2011,10,28.0
1189,Alaska,2011,10,116.0
1190,Arizona,2011,10,70.0
1191,Arkansas,2011,10,25.0
1192,California,2011,10,83.0
1193,Colorado,2011,10,57.0
1194,Connecticut,2011,10,117.0
1195,Delaware,2011,10,84.0
1196,District of Columbia,2011,10,7.0
1197,Florida,2011,10,0.0
1198,Georgia,2011,10,51.0
1199,Hawaii,2011,10,179.0
1200,Idaho,2011,10,13.0
1201,Illinois,2011,10,29.0
1202,Indiana,2011,10,24.0
1203,Iowa,2011,10,44.0
1204,Kansas,2011,10,14.0
1205,Kentucky,2011,10,13.0
1206,Louisiana,2011,10,31.0
1207,Maine,2011,10,43.0
1208,Maryland,2011,10,95.0
1209,Massachusetts,2011,10,19.0
1210,Michigan,2011,10,24.0
1211,Minnesota,2011,10,121.0
1212,Mississippi,2011,10,0.0
1213,Missouri,2011,10,27.0
1214,Montana,2011,10,21.0
1215,Nebraska,2011,10,45.0
1216,Nevada,2011,10,23.0
1217,New Hampshire,2011,10,28.0
1218,New Jersey,2011,10,0.0
1219,New Mexico,2011,10,24.0
1220,New York,2011,10,184.0
1221,North Carolina,2011,10,15.0
1222,North Dakota,2011,10,107.0
1223,Ohio,2011,10,19.0
1224,Oklahoma,2011,10,9.0
1225,Oregon,2011,10,46.0
1226,Pennsylvania,2011,10,106.0
1227,Rhode Island,2011,10,0.0
1228,South Carolina,2011,10,51.0
1229,South Dakota,2011,10,54.0
1230,Tennessee,2011,10,38.0
1231,Texas,2011,10,99.0
1232,Utah,2011,10,138.0
1233,Vermont,2011,10,0.0
1234,Virginia,2011,10,39.0
1235,Washington,2011,10,84.0
1236,West Virginia,2011,10,58.0
1237,Wisconsin,2011,10,153.0
1238,Wyoming,2011,10,7.0
1239,Puerto Rico,2011,10,0.0
1240,Virgin Islands,2011,10,0.0
1241,New York City,2011,10,0.0
1242,Alabama,2011,11,21.0
1243,Alaska,2011,11,60.0
1244,Arizona,2011,11,34.0
1245,Arkansas,2011,11,9.0
1246,California,2011,11,57.0
1247,Colorado,2011,11,51.0
1248,Connecticut,2011,11,100.0
1249,Delaware,2011,11,68.0
1250,District of Columbia,2011,11,6.0
1251,Florida,2011,11,0.0
1252,Georgia,2011,11,46.0
1253,Hawaii,2011,11,80.0
1254,Idaho,2011,11,13.0
1255,Illinois,2011,11,19.0
1256,Indiana,2011,11,11.0
1257,Iowa,2011,11,31.0
1258,Kansas,2011,11,13.0
1259,Kentucky,2011,11,10.0
1260,Louisiana,2011,11,28.0
1261,Maine,2011,11,23.0
1262,Maryland,2011,11,50.0
1263,Massachusetts,2011,11,12.0
1264,Michigan,2011,11,29.0
1265,Minnesota,2011,11,113.0
1266,Mississippi,2011,11,0.0
1267,Missouri,2011,11,25.0
1268,Montana,2011,11,16.0
1269,Nebraska,2011,11,33.0
1270,Nevada,2011,11,21.0
1271,New Hampshire,2011,11,23.0
1272,New Jersey,2011,11,0.0
1273,New Mexico,2011,11,10.0
1274,New York,2011,11,143.0
1275,North Carolina,2011,11,6.0
1276,North Dakota,2011,11,100.0
1277,Ohio,2011,11,25.0
1278,Oklahoma,2011,11,13.0
1279,Oregon,2011,11,41.0
1280,Pennsylvania,2011,11,81.0
1281,Rhode Island,2011,11,0.0
1282,South Carolina,2011,11,35.0
1283,South Dakota,2011,11,57.0
1284,Tennessee,2011,11,21.0
1285,Texas,2011,11,36.0
1286,Utah,2011,11,79.0
1287,Vermont,2011,11,0.0
1288,Virginia,2011,11,24.0
1289,Washington,2011,11,81.0
1290,West Virginia,2011,11,32.0
1291,Wisconsin,2011,11,135.0
1292,Wyoming,2011,11,9.0
1293,Puerto Rico,2011,11,0.0
1294,Virgin Islands,2011,11,0.0
1295,New York City,2011,11,0.0
1296,Alabama,2011,12,12.0
1297,Alaska,2011,12,55.0
1298,Arizona,2011,12,7.0
1299,Arkansas,2011,12,3.0
1300,California,2011,12,32.0
1301,Colorado,2011,12,33.0
1302,Connecticut,2011,12,75.0
1303,Delaware,2011,12,44.0
1304,District of Columbia,2011,12,4.0
1305,Florida,2011,12,0.0
1306,Georgia,2011,12,26.0
1307,Hawaii,2011,12,56.0
1308,Idaho,2011,12,0.0
1309,Illinois,2011,12,4.0
1310,Indiana,2011,12,4.0
1311,Iowa,2011,12,20.0
1312,Kansas,2011,12,0.0
1313,Kentucky,2011,12,1.0
1314,Louisiana,2011,12,12.0
1315,Maine,2011,12,19.0
1316,Maryland,2011,12,21.0
1317,Massachusetts,2011,12,15.0
1318,Michigan,2011,12,18.0
1319,Minnesota,2011,12,91.0
1320,Mississippi,2011,12,1.0
1321,Missouri,2011,12,10.0
1322,Montana,2011,12,16.0
1323,Nebraska,2011,12,22.0
1324,Nevada,2011,12,17.0
1325,New Hampshire,2011,12,24.0
1326,New Jersey,2011,12,0.0
1327,New Mexico,2011,12,7.0
1328,New York,2011,12,136.0
1329,North Carolina,2011,12,8.0
1330,North Dakota,2011,12,60.0
1331,Ohio,2011,12,11.0
1332,Oklahoma,2011,12,5.0
1333,Oregon,2011,12,36.0
1334,Pennsylvania,2011,12,64.0
1335,Rhode Island,2011,12,0.0
1336,South Carolina,2011,12,9.0
1337,South Dakota,2011,12,34.0
1338,Tennessee,2011,12,8.0
1339,Texas,2011,12,30.0
1340,Utah,2011,12,59.0
1341,Vermont,2011,12,0.0
1342,Virginia,2011,12,23.0
1343,Washington,2011,12,74.0
1344,West Virginia,2011,12,20.0
1345,Wisconsin,2011,12,81.0
1346,Wyoming,2011,12,4.0
1347,Puerto Rico,2011,12,0.0
1348,Virgin Islands,2011,12,0.0
1349,New York City,2011,12,0.0
1350,Alabama,2011,13,6.0
1351,Alaska,2011,13,25.0
1352,Arizona,2011,13,25.0
1353,Arkansas,2011,13,2.0
1354,California,2011,13,18.0
1355,Colorado,2011,13,21.0
1356,Connecticut,2011,13,54.0
1357,Delaware,2011,13,26.0
1358,District of Columbia,2011,13,3.0
1359,Florida,2011,13,0.0
1360,Georgia,2011,13,7.0
1361,Hawaii,2011,13,34.0
1362,Idaho,2011,13,0.0
1363,Illinois,2011,13,11.0
1364,Indiana,2011,13,4.0
1365,Iowa,2011,13,15.0
1366,Kansas,2011,13,0.0
1367,Kentucky,2011,13,0.0
1368,Louisiana,2011,13,5.0
1369,Maine,2011,13,3.0
1370,Maryland,2011,13,18.0
1371,Massachusetts,2011,13,17.0
1372,Michigan,2011,13,9.0
1373,Minnesota,2011,13,58.0
1374,Mississippi,2011,13,0.0
1375,Missouri,2011,13,6.0
1376,Montana,2011,13,12.0
1377,Nebraska,2011,13,11.0
1378,Nevada,2011,13,9.0
1379,New Hampshire,2011,13,9.0
1380,New Jersey,2011,13,0.0
1381,New Mexico,2011,13,1.0
1382,New York,2011,13,100.0
1383,North Carolina,2011,13,1.0
1384,North Dakota,2011,13,37.0
1385,Ohio,2011,13,6.0
1386,Oklahoma,2011,13,4.0
1387,Oregon,2011,13,24.0
1388,Pennsylvania,2011,13,41.0
1389,Rhode Island,2011,13,0.0
1390,South Carolina,2011,13,7.0
1391,South Dakota,2011,13,25.0
1392,Tennessee,2011,13,5.0
1393,Texas,2011,13,17.0
1394,Utah,2011,13,39.0
1395,Vermont,2011,13,0.0
1396,Virginia,2011,13,11.0
1397,Washington,2011,13,38.0
1398,West Virginia,2011,13,28.0
1399,Wisconsin,2011,13,76.0
1400,Wyoming,2011,13,2.0
1401,Puerto Rico,2011,13,0.0
1402,Virgin Islands,2011,13,0.0
1403,New York City,2011,13,0.0
1404,Alabama,2011,14,6.0
1405,Alaska,2011,14,18.0
1406,Arizona,2011,14,10.0
1407,Arkansas,2011,14,0.0
1408,California,2011,14,10.0
1409,Colorado,2011,14,11.0
1410,Connecticut,2011,14,35.0
1411,Delaware,2011,14,30.0
1412,District of Columbia,2011,14,0.0
1413,Florida,2011,14,0.0
1414,Georgia,2011,14,8.0
1415,Hawaii,2011,14,23.0
1416,Idaho,2011,14,0.0
1417,Illinois,2011,14,3.0
1418,Indiana,2011,14,1.0
1419,Iowa,2011,14,7.0
1420,Kansas,2011,14,0.0
1421,Kentucky,2011,14,1.0
1422,Louisiana,2011,14,2.0
1423,Maine,2011,14,14.0
1424,Maryland,2011,14,22.0
1425,Massachusetts,2011,14,8.0
1426,Michigan,2011,14,11.0
1427,Minnesota,2011,14,45.0
1428,Mississippi,2011,14,0.0
1429,Missouri,2011,14,9.0
1430,Montana,2011,14,13.0
1431,Nebraska,2011,14,8.0
1432,Nevada,2011,14,5.0
1433,New Hampshire,2011,14,14.0
1434,New Jersey,2011,14,0.0
1435,New Mexico,2011,14,3.0
1436,New York,2011,14,79.0
1437,North Carolina,2011,14,0.0
1438,North Dakota,2011,14,24.0
1439,Ohio,2011,14,2.0
1440,Oklahoma,2011,14,2.0
1441,Oregon,2011,14,14.0
1442,Pennsylvania,2011,14,18.0
1443,Rhode Island,2011,14,0.0
1444,South Carolina,2011,14,2.0
1445,South Dakota,2011,14,14.0
1446,Tennessee,2011,14,1.0
1447,Texas,2011,14,3.0
1448,Utah,2011,14,31.0
1449,Vermont,2011,14,0.0
1450,Virginia,2011,14,5.0
1451,Washington,2011,14,21.0
1452,West Virginia,2011,14,9.0
1453,Wisconsin,2011,14,70.0
1454,Wyoming,2011,14,2.0
1455,Puerto Rico,2011,14,0.0
1456,Virgin Islands,2011,14,0.0
1457,New York City,2011,14,0.0
1458,Alabama,2011,15,0.0
1459,Alaska,2011,15,9.0
1460,Arizona,2011,15,5.0
1461,Arkansas,2011,15,1.0
1462,California,2011,15,8.0
1463,Colorado,2011,15,8.0
1464,Connecticut,2011,15,24.0
1465,Delaware,2011,15,12.0
1466,District of Columbia,2011,15,2.0
1467,Florida,2011,15,0.0
1468,Georgia,2011,15,18.0
1469,Hawaii,2011,15,16.0
1470,Idaho,2011,15,0.0
1471,Illinois,2011,15,2.0
1472,Indiana,2011,15,0.0
1473,Iowa,2011,15,3.0
1474,Kansas,2011,15,0.0
1475,Kentucky,2011,15,0.0
1476,Louisiana,2011,15,4.0
1477,Maine,2011,15,10.0
1478,Maryland,2011,15,15.0
1479,Massachusetts,2011,15,1.0
1480,Michigan,2011,15,9.0
1481,Minnesota,2011,15,35.0
1482,Mississippi,2011,15,7.0
1483,Missouri,2011,15,4.0
1484,Montana,2011,15,5.0
1485,Nebraska,2011,15,1.0
1486,Nevada,2011,15,4.0
1487,New Hampshire,2011,15,8.0
1488,New Jersey,2011,15,0.0
1489,New Mexico,2011,15,0.0
1490,New York,2011,15,56.0
1491,North Carolina,2011,15,0.0
1492,North Dakota,2011,15,5.0
1493,Ohio,2011,15,5.0
1494,Oklahoma,2011,15,0.0
1495,Oregon,2011,15,7.0
1496,Pennsylvania,2011,15,11.0
1497,Rhode Island,2011,15,0.0
1498,South Carolina,2011,15,0.0
1499,South Dakota,2011,15,2.0
1500,Tennessee,2011,15,4.0
1501,Texas,2011,15,4.0
1502,Utah,2011,15,16.0
1503,Vermont,2011,15,0.0
1504,Virginia,2011,15,1.0
1505,Washington,2011,15,11.0
1506,West Virginia,2011,15,7.0
1507,Wisconsin,2011,15,37.0
1508,Wyoming,2011,15,2.0
1509,Puerto Rico,2011,15,0.0
1510,Virgin Islands,2011,15,0.0
1511,New York City,2011,15,0.0
1512,Alabama,2011,16,0.0
1513,Alaska,2011,16,7.0
1514,Arizona,2011,16,0.0
1515,Arkansas,2011,16,3.0
1516,California,2011,16,4.0
1517,Colorado,2011,16,3.0
1518,Connecticut,2011,16,22.0
1519,Delaware,2011,16,3.0
1520,District of Columbia,2011,16,0.0
1521,Florida,2011,16,0.0
1522,Georgia,2011,16,1.0
1523,Hawaii,2011,16,10.0
1524,Idaho,2011,16,0.0
1525,Illinois,2011,16,0.0
1526,Indiana,2011,16,0.0
1527,Iowa,2011,16,1.0
1528,Kansas,2011,16,0.0
1529,Kentucky,2011,16,1.0
1530,Louisiana,2011,16,5.0
1531,Maine,2011,16,0.0
1532,Maryland,2011,16,2.0
1533,Massachusetts,2011,16,3.0
1534,Michigan,2011,16,0.0
1535,Minnesota,2011,16,16.0
1536,Mississippi,2011,16,0.0
1537,Missouri,2011,16,2.0
1538,Montana,2011,16,3.0
1539,Nebraska,2011,16,1.0
1540,Nevada,2011,16,1.0
1541,New Hampshire,2011,16,5.0
1542,New Jersey,2011,16,0.0
1543,New Mexico,2011,16,1.0
1544,New York,2011,16,26.0
1545,North Carolina,2011,16,0.0
1546,North Dakota,2011,16,3.0
1547,Ohio,2011,16,3.0
1548,Oklahoma,2011,16,1.0
1549,Oregon,2011,16,8.0
1550,Pennsylvania,2011,16,3.0
1551,Rhode Island,2011,16,0.0
1552,South Carolina,2011,16,0.0
1553,South Dakota,2011,16,3.0
1554,Tennessee,2011,16,2.0
1555,Texas,2011,16,2.0
1556,Utah,2011,16,9.0
1557,Vermont,2011,16,0.0
1558,Virginia,2011,16,2.0
1559,Washington,2011,16,12.0
1560,West Virginia,2011,16,1.0
1561,Wisconsin,2011,16,18.0
1562,Wyoming,2011,16,1.0
1563,Puerto Rico,2011,16,0.0
1564,Virgin Islands,2011,16,0.0
1565,New York City,2011,16,0.0
1566,Alabama,2011,17,0.0
1567,Alaska,2011,17,0.0
1568,Arizona,2011,17,1.0
1569,Arkansas,2011,17,0.0
1570,California,2011,17,4.0
1571,Colorado,2011,17,0.0
1572,Connecticut,2011,17,9.0
1573,Delaware,2011,17,3.0
1574,District of Columbia,2011,17,0.0
1575,Florida,2011,17,0.0
1576,Georgia,2011,17,4.0
1577,Hawaii,2011,17,4.0
1578,Idaho,2011,17,0.0
1579,Illinois,2011,17,2.0
1580,Indiana,2011,17,0.0
1581,Iowa,2011,17,2.0
1582,Kansas,2011,17,0.0
1583,Kentucky,2011,17,0.0
1584,Louisiana,2011,17,3.0
1585,Maine,2011,17,0.0
1586,Maryland,2011,17,4.0
1587,Massachusetts,2011,17,0.0
1588,Michigan,2011,17,0.0
1589,Minnesota,2011,17,11.0
1590,Mississippi,2011,17,0.0
1591,Missouri,2011,17,2.0
1592,Montana,2011,17,1.0
1593,Nebraska,2011,17,1.0
1594,Nevada,2011,17,3.0
1595,New Hampshire,2011,17,0.0
1596,New Jersey,2011,17,0.0
1597,New Mexico,2011,17,0.0
1598,New York,2011,17,16.0
1599,North Carolina,2011,17,0.0
1600,North Dakota,2011,17,2.0
1601,Ohio,2011,17,1.0
1602,Oklahoma,2011,17,1.0
1603,Oregon,2011,17,2.0
1604,Pennsylvania,2011,17,5.0
1605,Rhode Island,2011,17,0.0
1606,South Carolina,2011,17,0.0
1607,South Dakota,2011,17,0.0
1608,Tennessee,2011,17,2.0
1609,Texas,2011,17,5.0
1610,Utah,2011,17,1.0
1611,Vermont,2011,17,0.0
1612,Virginia,2011,17,1.0
1613,Washington,2011,17,7.0
1614,West Virginia,2011,17,1.0
1615,Wisconsin,2011,17,11.0
1616,Wyoming,2011,17,2.0
1617,Puerto Rico,2011,17,0.0
1618,Virgin Islands,2011,17,0.0
1619,New York City,2011,17,0.0
1620,Alabama,2011,18,0.0
1621,Alaska,2011,18,6.0
1622,Arizona,2011,18,0.0
1623,Arkansas,2011,18,1.0
1624,California,2011,18,0.0
1625,Colorado,2011,18,0.0
1626,Connecticut,2011,18,1.0
1627,Delaware,2011,18,0.0
1628,District of Columbia,2011,18,0.0
1629,Florida,2011,18,0.0
1630,Georgia,2011,18,5.0
1631,Hawaii,2011,18,1.0
1632,Idaho,2011,18,0.0
1633,Illinois,2011,18,0.0
1634,Indiana,2011,18,0.0
1635,Iowa,2011,18,0.0
1636,Kansas,2011,18,0.0
1637,Kentucky,2011,18,0.0
1638,Louisiana,2011,18,1.0
1639,Maine,2011,18,0.0
1640,Maryland,2011,18,0.0
1641,Massachusetts,2011,18,0.0
1642,Michigan,2011,18,0.0
1643,Minnesota,2011,18,9.0
1644,Mississippi,2011,18,0.0
1645,Missouri,2011,18,2.0
1646,Montana,2011,18,0.0
